class,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
class_0,2.589000059516318,3.2189709714562995,0.7342533776137915,0.3700966061103377,3.2718058704085493,2.908218630061759,0.002381153719443252,0.07016524418216752,2.7401956025105907,3.2505135635984654
class_1,0.7976865099829242,3.0194342222990107,2.9307649149548434,0.08704574701916412,0.8895245459786975,2.7371338425859197,2.6105600342518334,0.630546264378089,0.2989140013393595,2.873519428967318
class_0,2.622037019788326,2.8544622715202337,0.04272429518530141,0.6393827339586534,2.590555375162978,3.4227130552552203,0.0689578881839924,0.33847623734017473,2.9502817167873894,2.506861096114948
class_1,0.20993877768495772,3.4511210038876206,2.803248655873979,0.08617556420666028,0.6977096380424844,2.8410782580638005,2.686407054624276,0.7170686500142558,0.7562980242190385,3.0802325662644865
class_1,0.5733124135984942,2.8303850136805178,2.829110587371483,0.18845607373469564,0.12534485520927385,2.8792285761877427,2.930424280798057,0.25042653630563494,0.9712643826905787,3.1829832543980014
class_1,0.3337864346565137,3.1493067068860965,2.809118954667297,0.15250567774520107,0.771788291130028,2.890116724522659,3.283841982481015,0.5298005725432254,0.6417055849557248,2.902101572011272
class_0,3.2133175042173985,2.5769221377926446,0.16132605636051667,0.102614508289254,2.959225137017736,2.5334063080609965,0.6789476433168513,0.6973169623530844,3.000709951227497,2.891180434946703
class_1,0.748514495347685,2.5036128349301103,3.2955681350710226,0.9190618121092675,0.054817063515788855,3.0724242199636516,3.4148446824435217,0.25396059770318424,0.5774594710088998,3.261821060517488
class_0,3.00012549231583,2.9948409222346193,0.8562022634440376,0.2604360607542905,2.7401612789918044,2.838110213324666,0.0409018579432745,0.7857035411697779,2.872992464814687,3.368786806411263
class_1,0.5614106982157867,3.143178591582076,2.993953298348233,0.5290794338778444,0.6727974508378166,2.9544856124309122,2.9754299474021875,0.32913477776303746,0.44593026895108523,3.090163024186949
class_0,2.5535662155254335,2.7112822004699675,0.05897859425770069,0.38572080264944253,2.5310098449790916,2.5231917958325494,0.46712773017658515,0.269430003493925,3.18717999354367,3.363943784499389
class_1,0.6013317986504415,2.9905903204683844,3.056349689242662,0.5121848194450944,0.3856981890557222,3.4608451170554417,3.1731228274249905,0.24616270109908878,0.7053799419567629,2.922619889753892
class_0,3.4687197768597744,3.2529626938533847,0.9264182941726109,0.2821352858113735,3.354097380219928,3.4197583305358097,0.5802459087541924,0.9802604364844711,2.5707200162538744,3.075655575668789
class_1,0.04807888196755272,2.911590129436716,2.559062137673407,0.19750567634375515,0.8177036409920863,2.820525146768465,2.907533943953551,0.1761410023649823,0.1944382407355867,2.946397337933261
class_1,0.8545111810102632,2.6441911222098695,3.1885440621543832,0.4146386426389794,0.481922037539094,3.260387129315922,2.793908877027986,0.5759922275775792,0.900722259144319,3.0229725365004456
class_1,0.21112413758339887,2.8325950543419207,3.092662076338426,0.11013516884078234,0.2910603612109065,2.9022093884469298,2.861708358501968,0.9109219937969996,0.1110705171780062,2.596876163306434
class_0,2.7601625002340966,2.6439070239261975,0.10578155767507225,0.29120391658878775,3.0401519222389144,2.7101833331134104,0.9063292219960287,0.5911002833486024,2.9420078805924117,3.1487374674143673
class_1,0.021104784380421848,2.5325765728216307,2.882524989160913,0.1903815189758824,0.512947052030583,3.3975657738768588,2.8587459267831488,0.49528960922636645,0.003056727059896902,2.927071530267691
class_1,0.420745855932101,2.892360241803318,2.716510676586579,0.3942298198255404,0.8090866944366109,3.4468557937541435,3.203953960870643,0.3979792293745945,0.4462769026969411,3.0942968312427843
class_1,0.17442446593263472,2.5436732712658974,2.9594575241311736,0.8211697698001384,0.38504485885209405,2.5736748811558527,3.2314389667306918,0.6811649500065091,0.05149070095635955,2.6063121841355974
class_1,0.8871221976725023,3.31915285563235,3.2387341791896866,0.35967059364714016,0.6378461474433226,2.9137257812588895,2.7609492931525987,0.16618890800341424,0.42212558027221436,2.6852994287366796
class_0,3.4824181138602768,2.8310453773405064,0.5961068581648133,0.3737907211448893,2.6248809468619596,2.994519900687177,0.06787774059583873,0.04376018796778103,3.077069112439241,3.2265119792950885
class_1,0.12735822611967884,2.5465853226305355,3.250190136657983,0.13048677843193301,0.7437336610778814,2.571423976387558,2.534527312334961,0.5868324140777471,0.9878299243703665,2.938699530303822
class_1,0.19527602018220613,2.561098038644028,2.547734128408703,0.1604392528685823,0.9479108953030864,2.661680954757407,3.0583162385128,0.481951347077609,0.9897384996489925,2.738175048461606
class_0,2.6179728039507912,2.669667936651154,0.009316044350921926,0.1906428822087105,3.4120507218000493,3.4606259549202956,0.9049706001578832,0.9791274758670926,2.9736218034642947,3.4593486802966837
class_0,3.1878122888527605,3.4170065519369484,0.40467562018344794,0.36033154945453194,3.1022363548991922,2.6991251019205307,0.4762344641945746,0.5191694545030281,3.025636679198236,2.9714353353759457
class_1,0.8676164058340974,2.562125650883306,3.186436750969834,0.41145182114900647,0.6395302461305226,3.249864349590843,2.6651902642353145,0.7866882431711997,0.6563830000219812,3.0989839063945848
class_1,0.12805667479732608,2.856297045369344,3.4918714492022556,0.33242784189292907,0.3816228904147959,2.8370637739594655,2.710557837727163,0.42484452828427566,0.5600245302720559,2.7656780505935927
class_0,2.623795863843562,2.5753011183003665,0.34277444898598475,0.7423225704992098,2.988393630303447,2.837515176572103,0.31371847439837885,0.479716194997032,3.362202161625988,3.260539743214794
class_1,0.21292042883738527,2.9437782095481664,2.944176916972509,0.38013782799962326,0.6360012134167244,2.717184438216182,2.726676092846364,0.08435108051169382,0.17953464122438523,3.0994966907803136
class_0,2.901299074057146,2.6000630763092407,0.37858143592017446,0.1380409762992284,2.5676137253889335,2.903263411327626,0.22011032453579427,0.5735741929258721,3.242205527264624,3.3022003073366526
class_0,3.170609210616044,2.7750164164759497,0.9116340220510566,0.4113996964331067,2.960836991172523,3.4867688424414895,0.051643367651431404,0.4945041058526539,2.5826725942965805,2.96837177848858
class_1,0.33450131869726807,3.065610800418547,3.237386551443239,0.6874478464515625,0.23318555071775748,2.6866149595565596,2.8145783261318824,0.5865512838924648,0.6081554238887129,3.4781823275194164
class_0,3.2952670987787855,2.892742777413312,0.9698943719565587,0.6460349938701541,2.517955337103377,3.4981694216773738,0.05870527184286145,0.2587576164887212,2.855214389640319,3.3803067359142176
class_1,0.15853609447990047,3.186255510848956,3.0062899189026546,0.16218995488239052,0.08602496271555382,3.010535036378028,2.5920808248833556,0.8620879188801656,0.81183704612108,3.262196731763283
class_1,0.32162895910553546,3.2824322835550035,2.635734105970281,0.925563233951769,0.8620863628015981,2.5047154810965915,3.4250804060680933,0.4537795851000914,0.6426629825645833,2.81256545411681
class_0,3.4839293942168528,3.372170191482119,0.09431273879261226,0.5902060751393142,3.154083846573829,2.852788601169049,0.4331384077009295,0.7051627168413688,2.934818817803195,3.436003299312059
class_0,3.3183925831715566,2.7259659334719477,0.15152583291247457,0.39932853420432723,2.560068606443504,2.6273509825561283,0.9604900916755876,0.24780000261522228,3.0243402872866354,3.4551623029918246
class_0,3.3916448703433995,3.1204818692683514,0.654307424619856,0.8782086512238858,3.2682899509018846,2.8246628088990917,0.3845109986439246,0.9496642440381228,2.992679411788237,3.4685213519487004
class_0,3.084335088306483,2.9652714872587267,0.878163500760158,0.7764787794741675,3.111278328829952,2.8502490596532395,0.5844922059158126,0.643726635568048,2.749599557788163,3.12025752341896
